Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Hourly_Time,Late_minutes,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual,Earnings,Total Fixed,Year_Joined,Resigned_Age,Worked_Duration
2498,Mr,Male,Married,2022-02-07,2022-02-24,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,9.814615384615385,0.0,,,,,20250.0,0.0,2022,41.0,0.0
2499,Mr,Male,Married,2022-02-08,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,10.440816326530612,0.0,,,,,25870.0,0.0,2022,45.0,0.0
2500,Mr,Male,Married,2022-02-09,2022-04-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,10.053488372093025,0.0,,,,,21500.0,0.0,2022,20.0,0.0
2503,Mr,Male,Married,2022-02-09,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Bar Bender,1973,9.455652173913045,0.0,,,,,,,2022,49.0,0.0
2504,Mr,Male,Married,2022-02-07,,Active,Management,Contarct Basis,Buddhist,Head of QS - Post Contract,1980,8.812616822429908,13.70981308411215,3.0,0.0,3.0,0.0,0.0,0.0,2022,,
2505,Mr,Male,Single,2022-02-08,,Active,Staff,Contarct Basis,Buddhist,Assistant QS,1996,10.003686274509803,88.11503267973856,,,,,45000.0,45000.0,2022,,
2506,Mr,Male,Married,2022-02-08,,Active,Staff,Contarct Basis,Buddhist,Site Engineer,1968,10.222752613240418,42.77642276422765,,,,,114686.36363636365,108727.27272727272,2022,,
2507,Mr,Male,Single,2022-02-11,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000,9.640833333333331,0.0,,,,,21600.0,0.0,2022,22.0,0.0
2508,Mr,Male,Single,2022-02-11,2022-02-18,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1995,9.998571428571427,1.9095238095238096,,,,,17500.0,0.0,2022,27.0,0.0
2509,Mr,Male,Single,2022-02-04,2022-04-29,Inactive,Labour,Contarct Basis,Buddhist,Operator - JCB,1995,10.32949152542373,0.1957627118644068,,,,,49166.66666666666,0.0,2022,27.0,0.0
2511,Mr,Male,Married,2022-02-08,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,,,,,,,,,2022,,
2512,Mr,Male,Single,2022-02-08,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,12.67475,0.0,,,,,22453.33333333333,0.0,2022,21.0,0.0
2513,Mr,Male,Married,2022-02-08,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,12.360882352941177,0.0,,,,,18783.33333333333,0.0,2022,62.0,0.0
2514,Mr,Male,Married,2022-02-14,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,12.50909090909091,0.0,,,,,27780.0,0.0,2022,46.0,0.0
2515,Mr,Male,Married,2022-02-11,2022-04-06,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,12.537179487179486,0.0,,,,,21750.0,0.0,2022,42.0,0.0
2516,Mr,Male,Married,2022-02-01,2022-03-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,9.98,0.0,,,,,9960.0,0.0,2022,50.0,0.0
2517,Mr,Male,Single,2022-02-01,2022-03-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,9.9725,0.0,,,,,10125.0,0.0,2022,25.0,0.0
2518,Mr,Male,Married,2022-02-01,2022-03-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,10.12625,0.0,,,,,10710.0,0.0,2022,46.0,0.0
2520,Mr,Male,Married,2022-02-14,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,9.30818181818182,0.0,,,,,,,2022,,
2522,Mr,Male,Married,2022-02-05,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.705,0.0,,,,,25670.0,0.0,2022,46.0,0.0
2523,Mr,Male,Married,2022-02-15,2022-06-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,9.74506172839506,0.2541152263374485,,,,,24696.0,0.0,2022,29.0,0.0
2524,Mr,Male,Married,2022-02-15,2022-03-06,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951,10.379333333333332,0.0,,,,,11280.0,0.0,2022,71.0,0.0
2529,Mr,Male,Married,2022-02-22,2022-03-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1979,9.645454545454545,1.1303030303030304,,,,,16500.0,0.0,2022,43.0,0.0
2530,Mr,Male,Married,2022-02-12,2022-06-28,Inactive,Labour,Contarct Basis,Buddhist,Cook,1963,13.34325,3.8104166666666672,,,,,31452.0,0.0,2022,59.0,0.0
2531,Mr,Male,Married,2022-02-15,,Active,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1970,9.863598326359831,22.52712691771269,1.0,0.0,1.0,0.0,0.0,0.0,2022,,
2533,Mr,Male,Single,2022-02-23,2022-05-28,Inactive,Staff,Contarct Basis,Buddhist,Site Engineer,1994,10.51152777777778,25.49722222222222,,,,,120000.0,120000.0,2022,28.0,0.0
2535,Mr,Male,Married,2022-02-26,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,9.734137931034484,0.5867816091954022,,,,,26100.0,0.0,2022,42.0,0.0
2538,Mr,Male,Married,2022-03-01,2022-03-03,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,11.61,0.0,,,,,3000.0,0.0,2022,33.0,0.0
2540,Mr,Male,Single,2022-03-01,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,9.075,6.069444444444444,,,,,,,2022,,
2541,Mr,Male,Married,2022-03-01,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,12.7216,0.0,,,,,22175.0,0.0,2022,54.0,0.0
2542,Mr,Male,Married,2022-03-03,2022-04-25,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1956,12.848235294117648,0.0,,,,,15200.0,0.0,2022,66.0,0.0
2543,Mr,Male,Married,2022-03-03,2022-04-25,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,12.808000000000002,0.0,,,,,18005.0,0.0,2022,56.0,0.0
2544,Mr,Male,Single,2022-03-04,2022-05-19,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,11.9571875,0.0,,,,,17113.333333333332,0.0,2022,27.0,0.0
2545,Mr,Male,Single,2022-03-04,2022-04-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,11.861785714285714,0.0,,,,,22300.0,0.0,2022,20.0,0.0
2546,Mr,Male,Single,2022-03-04,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,10.623731343283582,0.0,,,,,29424.5,0.0,2022,,
2548,Mr,Male,Single,2022-03-08,2022-03-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,9.956666666666669,0.0,,,,,5400.0,0.0,2022,19.0,0.0
2550,Mr,Male,Married,2022-03-08,2022-03-08,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,9.57,0.0,,,,,3600.0,0.0,2022,28.0,0.0
2551,Mr,Male,Single,2022-03-08,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,10.625836575875487,0.4053177691309986,,,,,35902.0,0.0,2022,,
2552,Mr,Male,Single,2022-03-03,,Active,Labour,Contarct Basis,Buddhist,Helper,1996,10.412849740932645,4.376424870466321,,,,,0.0,0.0,2022,,
2553,Mr,Male,Single,2022-03-09,2022-03-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,9.54,2.0500000000000003,,,,,21600.0,0.0,2022,34.0,0.0
2554,Mr,Male,Single,2022-03-08,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Pipe Fitter,1999,12.8125,0.0,,,,,40223.72,0.0,2022,23.0,0.0
2555,Mr,Male,Single,2022-03-01,,Active,Staff,Contarct Basis,Buddhist,Site Supervisor,2001,12.9832905982906,13.614529914529916,,,,,45000.0,45000.0,2022,,
2557,Mr,Male,Married,2022-03-10,2022-03-23,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980,9.765,5.590277777777778,,,,,18000.0,0.0,2022,42.0,0.0
2558,Mr,Male,Married,2022-03-14,2022-04-06,Inactive,Labour,Contarct Basis,Muslim,Unskilled Labor,1982,9.985333333333331,0.0,,,,,13500.0,0.0,2022,40.0,0.0
2559,Mr,Male,Married,2022-03-10,2022-06-17,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1972,9.746949152542374,0.1957627118644068,,,,,30091.645,0.0,2022,50.0,0.0
2560,Mr,Male,Married,2022-03-10,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990,9.99578947368421,0.0508771929824561,,,,,14790.0,0.0,2022,32.0,0.0
2561,Mr,Male,Married,2022-03-14,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,9.850923076923078,0.382991452991453,,,,,25742.0,0.0,2022,,
2562,Ms,Female,Married,2022-03-10,2022-06-24,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1983,8.150972222222222,41.94351851851852,,,,,125000.0,125000.0,2022,39.0,0.0
2563,Mr,Male,Married,2022-03-12,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,9.725833333333332,0.0,,,,,,,2022,,
2564,Mr,Male,Married,2022-03-11,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,9.86439024390244,0.0166666666666666,,,,,,,2022,,
2565,Mr,Male,Single,2022-03-15,2022-07-26,Inactive,Staff,Contarct Basis,Buddhist,Logistic Assistant,1994,9.751204819277108,8.042971887550202,0.0,2.0,0.0,2.0,50000.0,50000.0,2022,28.0,0.0
2566,Mr,Male,Single,2022-03-01,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,9.90206896551724,0.125287356321839,,,,,,,2022,,
2567,Mr,Male,Married,2022-03-03,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.832,0.0106666666666666,,,,,,,2022,,
2568,Ms,Female,Single,2022-03-16,2022-05-09,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998,10.486363636363636,2.983838383838384,,,,,15850.0,0.0,2022,24.0,0.0
2569,Mr,Male,Single,2022-03-10,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1991,8.837093596059114,18.576600985221678,,,,,67000.0,65000.0,2022,,
2570,Mr,Male,Married,2022-03-19,2022-03-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,9.586666666666668,1.4138888888888888,,,,,10800.0,0.0,2022,27.0,0.0
2572,Mr,Male,Married,2022-03-21,,Active,Staff,Contarct Basis,Buddhist,Assistant Planning Engineer,1995,8.925570776255707,10.0468797564688,13.0,7.0,19.0,1.0,60000.0,60000.0,2022,,
2573,Mr,Male,Single,2022-03-21,,Active,Staff,Contarct Basis,Buddhist,Store Keeper,2000,9.940538116591927,6.041330343796711,,,,,55000.0,55000.0,2022,,
2574,Mr,Male,Single,2022-03-21,,Active,Staff,Contarct Basis,Buddhist,Site Engineer,1995,10.323164556962023,40.15239099859353,,,,,80000.0,80000.0,2022,,
2575,Mr,Male,Married,2022-03-22,2022-04-04,Inactive,Staff,Contarct Basis,Muslim,Project Manager,1964,7.994545454545454,5.6439393939393945,,,,,300000.0,300000.0,2022,58.0,0.0
2576,Mr,Male,Married,2022-03-19,,Active,Labour,Contarct Basis,Buddhist,Bar Bender,1975,4.0,0.0,,,,,,,2022,,
2577,Mr,Male,Married,2022-03-19,,Active,Labour,Contarct Basis,Buddhist,Bar Bender,1990,4.5,0.0,,,,,,,2022,,
2578,Mr,Male,Married,2022-03-19,,Active,Labour,Contarct Basis,Buddhist,Bar Bender,1974,4.285714285714286,0.0,,,,,,,2022,,
2579,Mr,Male,Married,2022-03-19,,Active,Labour,Contarct Basis,Buddhist,Bar Bender,1987,5.666666666666667,0.0,,,,,,,2022,,
2580,Mr,Male,Married,2022-03-19,,Active,Labour,Contarct Basis,Buddhist,Bar Bender,1995,4.0,0.0,,,,,,,2022,,
2581,Mr,Male,Married,2022-03-19,,Active,Labour,Contarct Basis,Buddhist,Bar Bender,1987,4.833333333333333,0.0,,,,,,,2022,,
2582,Mr,Male,Married,2022-03-19,,Active,Labour,Contarct Basis,Buddhist,Bar Bender,1972,3.8333333333333335,0.0,,,,,,,2022,,
2586,Mr,Male,Single,2022-03-14,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.862307692307692,0.0,,,,,,,2022,,
2588,Mr,Male,Single,2022-03-25,2022-09-05,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,12.005245901639343,1.36448087431694,,,,,31110.0,0.0,2022,20.0,0.0
2592,Mr,Male,Married,2022-04-06,2022-08-31,Inactive,Staff,Contarct Basis,Muslim,Technical Officer,1997,9.719272727272726,0.0,,,,,60000.0,60000.0,2022,25.0,0.0
2593,Mr,Male,Single,2022-04-18,2022-05-03,Inactive,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1997,8.765,33.3,,,,,70000.0,70000.0,2022,25.0,0.0
2594,Mr,Male,Single,2022-04-18,,Active,Staff,Contarct Basis,Hindu,Quantity Surveyor,1997,9.93037037037037,49.81754850088184,,,,,70000.0,70000.0,2022,,
2597,Mr,Male,Single,2022-04-19,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1994,9.243519553072623,42.59050279329609,,,,,60000.0,60000.0,2022,,
2598,Mr,Male,Married,2022-04-23,,Active,Labour,Permanant,Buddhist,Bar Bender,1987,9.089090909090908,11.95,,,,,,,2022,,
2599,Mr,Male,Married,2022-04-25,,Active,Labour,Contarct Basis,Buddhist,Mason,1968,9.42925925925926,0.3506172839506173,,,,,,,2022,,
2600,Mr,Male,Married,2022-04-26,2022-05-04,Inactive,Labour,Contarct Basis,Buddhist,Helper,1986,9.43,126.73,,,,,0.0,0.0,2022,36.0,0.0
2601,Mr,Male,Married,2022-04-28,2022-08-27,Inactive,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1987,8.897356321839082,0.0,1.0,1.0,0.0,2.0,100000.0,100000.0,2022,35.0,0.0
2602,Mr,Male,Married,2022-04-26,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965,9.08315789473684,0.3052631578947368,,,,,,,2022,,
2603,Mr,Male,Married,2022-04-27,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.49578947368421,0.6510526315789474,,,,,,,2022,,
2604,Mr,Male,Married,2022-05-03,2022-09-19,Inactive,Staff,Contarct Basis,Buddhist,Assistant Accountant,1989,8.817684210526314,13.171052631578949,2.0,2.0,1.0,3.0,75000.0,75000.0,2022,33.0,0.0
2606,Mr,Male,Married,2022-05-01,,Active,Labour,Contarct Basis,Buddhist,Skilled Labor,1991,9.476666666666668,4.373255813953488,,,,,63360.0,0.0,2022,,
2607,Mr,Male,Married,2022-05-04,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.17929411764706,8.369411764705882,,,,,34440.0,0.0,2022,,
2614,Mr,Male,Single,2022-05-25,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,10.032941176470588,0.0450980392156862,,,,,3280.0,0.0,2022,,
2615,Mr,Male,Single,2022-05-25,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.815454545454545,0.0,,,,,,,2022,,
2616,Mr,Male,Single,2022-05-25,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.564285714285717,0.0,,,,,,,2022,,
2617,Mr,Male,Single,2022-05-25,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.5765625,0.60703125,,,,,24600.0,0.0,2022,,
2637,Mr,Male,Married,2022-06-20,,Active,Labour,Contarct Basis,Buddhist,Driver,1976,10.076062992125983,9.457874015748033,,,,,42678.57142857143,0.0,2022,,
2642,Mr,Male,Married,2022-07-14,2022-11-04,Inactive,Management,Contarct Basis,Buddhist,Accountant,1965,9.278,12.889411764705882,1.0,2.0,0.0,3.0,0.0,0.0,2022,57.0,0.0
2643,Mr,Male,Married,2022-07-20,,Active,Labour,Contarct Basis,Buddhist,Lab Technician,1986,10.715909090909092,1.8335858585858589,,,,,50625.0,0.0,2022,,
2701,Ms,Female,Single,2022-08-26,,Active,Staff,Contarct Basis,Buddhist,HR Assistant,1996,8.429484536082473,16.463745704467353,3.0,2.0,0.0,5.0,35000.0,35000.0,2022,,
2705,Mr,Male,Married,2022-08-29,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.682028985507246,11.73961352657005,,,,,20250.0,0.0,2022,,
2709,Ms,Female,Married,2022-09-01,,Active,Staff,Contarct Basis,Buddhist,Site Engineer,1989,8.565806451612904,19.501254480286736,,,,,110000.0,110000.0,2022,,
2715,Mr,Male,Married,2022-09-01,,Active,Staff,Contarct Basis,Buddhist,Office Assistant,1965,8.344390243902438,13.567073170731708,,,,,23500.0,23500.0,2022,,
2734,Mr,Male,Married,2022-09-26,,Active,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,9.871162790697674,15.62829457364341,0.0,4.0,0.0,4.0,90000.0,90000.0,2022,,
2737,Mr,Male,Married,2022-09-27,,Active,Staff,Contarct Basis,Buddhist,Assistant Accountant,1984,8.964878048780488,20.63719512195122,3.0,1.0,2.0,2.0,80000.0,80000.0,2022,,
2771,Mr,Male,Married,2022-10-06,,Active,Staff,Contarct Basis,Buddhist,Projects Officer,1981,8.880394736842105,32.56228070175438,,,,,300000.0,300000.0,2022,,
2831,Mr,Male,Single,2022-10-25,,Active,Staff,Contarct Basis,Buddhist,Management Trainee,1996,8.396964285714287,0.2446428571428571,0.0,1.0,0.0,1.0,30000.0,30000.0,2022,,
2836,Ms,Female,Single,2022-11-01,2022-12-22,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1993,7.953684210526316,5.849561403508772,,,,,50000.0,50000.0,2022,29.0,0.0
2890,Mr,Male,Single,2022-11-21,,Active,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1994,10.58390243902439,64.32479674796748,,,,,70000.0,70000.0,2022,,
2972,Mr,Male,Single,2022-12-05,,Active,Staff,Contarct Basis,Buddhist,Software Developer,1997,7.803333333333334,23.227777777777774,1.0,2.0,0.0,3.0,60000.0,60000.0,2022,,
2973,Mr,Male,Single,2022-12-08,,Active,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990,10.085454545454546,12.434848484848484,,,,,80000.0,80000.0,2022,,
3041,Mr,Male,Married,2022-12-20,,Active,Management,Contarct Basis,Buddhist,Accountant,1979,5.813,56.39666666666667,,,,,80000.0,80000.0,2022,,
